DATAFLOW,LAST UPDATE,freq,unit,landuse,terrtypo,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2003,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2004,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2005,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2006,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2007,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2008,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2009,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2010,37296,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2011,37355,b,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2012,37355,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2013,37338,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2014,37338,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2015,37338,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2016,37338,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2017,37338,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2018,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2019,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2020,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2021,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2022,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Greece,2023,41693,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2007,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2008,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2009,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2010,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2011,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2012,302424,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2013,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2014,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2015,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2016,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2017,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2018,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2019,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2020,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2021,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2022,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Spain,2023,302417,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,1995,49802.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,1996,49802.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,1997,49802.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,1998,49802.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,1999,49802.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2000,49802.7,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2001,49803,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2002,49803,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2003,49803,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2004,49802.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2005,49802.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2006,49882.2,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2007,50173,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2008,50173.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2009,50173.6,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2010,50211.4,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2011,50208.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2012,50207.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2013,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2014,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2015,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2016,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2017,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2018,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2019,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2020,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2021,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2022,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Finland,2023,49992,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2013,243951,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2014,243951,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2015,243951,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2016,243951,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2017,243951,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2018,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2019,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2020,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2021,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2022,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,France,2023,258389,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2013,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2014,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2015,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2016,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2017,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2018,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2019,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2020,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2021,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2022,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Croatia,2023,20340,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,1995,66863,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,1996,66864,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,1997,66864,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,1998,66864,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,1999,66863,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2000,66863,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2001,66865,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2002,66865,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2003,66863,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2004,66862,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2005,66863,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2006,66861.1,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2007,66861.6,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2008,66860.2,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2009,66859.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2010,66859.9,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2011,66859.8,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2012,66857.3,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2013,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2014,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2015,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2016,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2017,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2018,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2019,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2020,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2021,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2022,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Hungary,2023,66822,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,1995,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,1996,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,1997,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,1998,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,1999,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2000,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2001,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2002,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2003,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2004,6061.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2005,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2006,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2007,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2008,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2009,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2010,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2011,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2012,6061,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2013,6062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2014,6062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2015,6062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2016,6062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2017,6062,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2018,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2019,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2020,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2021,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2022,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Ireland,2023,6889,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2007,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2008,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2009,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2010,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2011,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2012,163971.5,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2013,164326,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2014,164326,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2015,164326,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2016,164326,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2017,164326,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2018,162876,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2019,162876,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2020,162876,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2021,155286,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2022,155286,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Italy,2023,155286,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,1995,46666,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,1996,46666,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,1997,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,1998,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,1999,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2000,47313,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2001,46666,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2002,46666,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2003,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2004,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2005,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2006,46695,,
ESTAT:URT_D3AREA(1.0),09/02/24 23:00:00,Annual,Square kilometre,Total area,Intermediate regions,Lithuania,2007,46695,,
